filename,page,chunk_number,text,summary
Ocean_ecogeochemistry_A_review.pdf,42.0,7,", a.B. 2010. Stable iso-
tope variation in loggerhead turtles reveals  Paciic- atlantic oceanographic differences. Marine Ecology 
Progress Series  417, 277–285.
Pancost, R.D., Freeman, K.H., wakeham, S.g. & Roberston, c.y . 1997. controls on carbon isotope fraction-
ation by diatoms in the Peru upwelling region. Geochimica et Cosmochimica Acta  61, 4983–4991.","isotope variation in loggerhead turtles reveals Paciic- atlantic oceanographic differences . pancost, R.D., Freeman, K.H., wakeham, S.g. & Roberston, c.y."
Ocean_ecogeochemistry_A_review.pdf,43.0,1,"OcEaN EcOgEOcHEmISTRy: a REvIEw
369Parkington, J. 1991. approaches to dietary reconstruction in the western cape: are you what you have eaten? 
Journal of Archaeological Science  18, 331–342.
Pearcy, w.g. & Stuiver, m. 1983. vertical transport of carbon-14 into  deep- sea food webs.  Deep- Sea Research  
30, 427–440.
Peterson, B.J. & Fry, B. 1987. Stable isotopes in ecosystem studies. Annual Review of Ecology and Systematics  
18, 293–320.
Peterson, B.J. & Howarth, R.w. 1987. Sulfur, carbon, and nitrogen isotopes used to trace organic matter low 
in the  salt- marsh estuaries of Sapelo Island, georgia. Limnology and Oceanography  32, 1195–1213.
Peterson, B.J., Howarth, R.w. & garritt, R.H. 1985. multiple stable isotopes used to trace the low of organic 
matter in estuarine food webs. Science  227, 1361–1363.
Peterson, B.J., Howarth, R.w. & garritt, R.H. 1986. Sulfur and carbon isotopes as tracers of","Peterson, B.J. & Howarth, R.w. 1987. Sulfur, carbon, and nitrogen isotopes used to trace organic matter low in the salt- marsh estuaries of Sapelo Island, georgia ."
Ocean_ecogeochemistry_A_review.pdf,43.0,2,"food webs. Science  227, 1361–1363.
Peterson, B.J., Howarth, R.w. & garritt, R.H. 1986. Sulfur and carbon isotopes as tracers of  salt- marsh organic 
matter low. Ecology  67, 865–874.
Petursdottir, H.,  Falk- Petersen, S., Hop, H. & gislason, a. 2010. Calanus inmarchicus  along the northern 
 mid- atlantic Ridge: variation in fatty acid and alcohol proiles and stable isotope values, δ15N and δ13c. 
Journal of Plankton Research  32, 1067–1077.
Petursdottir, H., gislason, a.,  Falk- Petersen, S., Hop, H. & Svavarsson, J. 2008. Trophic interactions of the 
pelagic ecosystem over the Reykjanes Ridge as evaluated by fatty acids and stable isotope analyses. 
 Deep- Sea Research II  55, 83–93.
Pinnegar, J.K., Polunin, N.v .c., Francour, P., Badalamenti, F., chemello, R.,  Harmelin- vivien, m.-l., Hereu, 
B., milazzo, m., Zabala, m., D’anna,","gislason, a., falk- Petersen, S., Hop, H. et svavarsson, J. 2008. Trophic interactions of the pelagic ecosystem over the Reykjanes Ridge ."
Ocean_ecogeochemistry_A_review.pdf,43.0,3,"c., Francour, P., Badalamenti, F., chemello, R.,  Harmelin- vivien, m.-l., Hereu, 
B., milazzo, m., Zabala, m., D’anna, g. & Pipitone, c. 2000. Trophic cascades in benthic marine eco-
systems: lessons for isheries and  protected- area management. Environmental Conservation  27, 179–200.
Polunin, N.v .c.,  morales- Nin, B., Pawsey, w.E., cartes, J.E., Pinnegar, J.K. & moranta, J. 2001. Feeding rela-
tionships in mediterranean bathyal assemblages elucidated by stable nitrogen and carbon isotope data. 
Marine Ecology Progress Series  220, 13–23.
Pomerleau, c., winkler, g., Sastri, a.R., Nelson, R.J., vagle, S., lesage, v . & Ferguson, S.H. 2011. Spatial pat-
terns in zooplankton communities across the eastern canadian  sub- arctic and arctic waters: insights from 
stable carbon ( δ13c) and nitrogen ( δ15N) isotope ratios. Journal of Plankton Research  33, 1779–1792.
Popp, B","polunin, N.v .c., morales- Nin, B., Pawsey, w.E. & moranta, J. 2001 . stable nitrogen and carbon isotope ratios in zooplankton communities ."
Ocean_ecogeochemistry_A_review.pdf,43.0,4,"- arctic and arctic waters: insights from 
stable carbon ( δ13c) and nitrogen ( δ15N) isotope ratios. Journal of Plankton Research  33, 1779–1792.
Popp, B.N., graham, B.S., Olson, R.J., Hannides, c.c.S., lott, m.J.,  lopez- Ibarra, a.,  galvan- magana, F. & 
Fry, B. 2007. Insight into the trophic ecology of y ellowin tuna, Thunnus albacares , from  compound- speciic 
nitrogen isotope analysis of proteinaceous amino acids. In Stable Isotopes as Indicators of Ecological 
Change , T.D. Dawson & R.T.w. Siegwolf (eds). amsterdam: Elsevier/academic Press, 173–190.
Popp, B.N., Trull, T., Kenig, F., wakeham, S.g., Rust, T.m., Tilbrook, B., grifiths, B., wright, S.w., marchant, 
H.J., Bidigare, R.R. & laws, E.a. 1999. controls on the carbon isotopic composition of Southern Ocean 
phytoplankton. Global Biogeochemical Cycles  13, 827–843.
Post, D.m. 2002. Using stable","arctic waters: insights from stable carbon (13c) and nitrogen ( 15N) isotope ratios . journal of plankton research 33, 1779–1792 ."
Ocean_ecogeochemistry_A_review.pdf,43.0,5,"E.a. 1999. controls on the carbon isotopic composition of Southern Ocean 
phytoplankton. Global Biogeochemical Cycles  13, 827–843.
Post, D.m. 2002. Using stable isotopes to estimate trophic position: models, methods, and assumptions. 
Ecology  83, 703–718.
Post, D.m., layman, c.a., albrey arrington, D., Takimoto, g., Quattrochi, J. & montaña, c.g. 2007. getting 
to the fat of the matter: models, methods and assumptions for dealing with lipids in stable isotope analy-
sis. Oecologica  152, 179–189.
Quay, P., Sonnerup, R., westby, T., Stutsman, J. & mcNichol, a. 2003. changes in the 13c/12c of dissolved 
inorganic carbon in the ocean as a tracer of anthropogenic cO2 uptake. Global Biogeochemical Cycles  
17, g1004, doi:10.1029/2001gB001817.
Quillfeldt, P., mcgill, R.a.R. & Furness, R.w. 2005. Diet and foraging areas of Southern Ocean seabirds and 
their prey inferred from stable isotopes: review and case study of","global biogeochemical Cycles 13, 827–843 . post, D.m. 2002. Using stable isotopes to estimate trophic position: models, methods, and assumptions ."
Ocean_ecogeochemistry_A_review.pdf,43.0,6,"feldt, P., mcgill, R.a.R. & Furness, R.w. 2005. Diet and foraging areas of Southern Ocean seabirds and 
their prey inferred from stable isotopes: review and case study of wilson’s  storm- petrel. Marine Ecology 
Progress Series  295, 295–304.
Rau, g.H., Karl, D.m. & carney, R.S. 1986. Does inorganic carbon assimilation cause 14c depletion in  deep- sea 
organisms?  Deep- Sea Research  33, 349–357.
Rau, g.H., mearns, a.J., young, D.R., Olson, R.J., Schager, H.a. & Kaplan, I.R. 1983. animal 13c/12c cor-
relates with trophic level in pelagic food webs. Ecology  64, 1314–1318.
Rau, g.H., Ohman, m.D. &  Pierrot- Bults, a. 2003. linking nitrogen dynamics to climate variability off cen-
tral california: a 51 year record based on 15N/14N in calcOFI zooplankton.  Deep- Sea Research II  50, 
2431–2477 .
Rau, g.H., Sweeney, R.E. & Kaplan, I.R. 198","Rau, g.H., Karl, D.m. & carney, R.S. 1986 . Does inorganic carbon assimilation cause 14c depletion in deep- sea organisms?"
Ocean_ecogeochemistry_A_review.pdf,43.0,7,"N/14N in calcOFI zooplankton.  Deep- Sea Research II  50, 
2431–2477 .
Rau, g.H., Sweeney, R.E. & Kaplan, I.R. 1982. Plankton 13c:12c ratio changes with latitude: differences 
between northern and southern oceans.  Deep- Sea Research  29, 1035–1039.
Reeds, P. 2000. Dispensable and indispensable amino acids for humans. Journal of Nutrition  130, 1835S–1840S.","deep- sea research II 50, 2431–2477 . calcOFI zooplankton 13c:12c ratio changes with latitude ."
Ocean_ecogeochemistry_A_review.pdf,44.0,1,"KElTON w. mcmaHON, lI lINg HamaDy & SImON R. THORROlD
370Rees, c.E., Jenkins, w.J. & monster, J. 1978. The sulphur isotopic composition of ocean water sulphate. 
Geochimica et Cosmochimica Acta  42, 377–381.
Richardson, c.a. 1988. Exogenous and endogenous rhythms of band formation in the shell of the clam Tapes 
philippinarum  (adams et Reeve, 1850). Journal of Experimental Marine Biology and Ecology  122, 
105–126.
Richoux, N.B. & Froneman, P.w. 2009. Plankton trophodynamics at the subtropical convergence, Southern 
Ocean. Journal of Plankton Research  31, 1059–1073.
Riera, P. & Richard, P. 1997. Temporal variation of δ13c in particulate organic matter and oyster Crassostrea 
gigas  in  marennes- Oleron Bay (France): effect of freshwater inlow. Marine Ecology Progress Series  
147, 105–115.
 Rivera- Duarte, I. & Flegal, a.R. 1994. Benthic lead luxes in San Francisco Bay, california, USa.","mcmaHON, lI lINg HamaDy & SImON R. THORROlD 370Rees, c.E., Jenkins, w.J. & monster, J. 1978 . exogenous and endogenous rhythms of band formation in the shell of the clam Tapes philippinarum ."
Ocean_ecogeochemistry_A_review.pdf,44.0,2,"freshwater inlow. Marine Ecology Progress Series  
147, 105–115.
 Rivera- Duarte, I. & Flegal, a.R. 1994. Benthic lead luxes in San Francisco Bay, california, USa. Geochemica 
et Cosmochimica Acta  58, 3307–3313.
Rodelli, m.R., gearing, J.N., gearing, P.J., marshall, N. & Sasekumar, a. 1984. Stable isotope ratio as a tracer 
of mangrove carbon in malaysian ecosystems. Oecologia  61, 326–333.
Rohling, E.J. & Rijk, S.D. 1999. Holocene climate optimum and last glacial maximum in the mediterranean: 
the marine oxygen isotope record. Marine Geology  153, 57–75.
Rubenstein, D.R. & Hobson, H.a. 2004. From birds to butterlies: animal movement patterns and stable iso-
topes. Trends in Ecology and Evolution  19, 256–263.
Sackett, w.m., Eckelmann, w.R., Bender, m.l. & Be, a.w.H. 1965. Temperature dependence of carbon iso-
tope composition in marine plankton and sediments. Science  148, 235–237.
Saino, T. &","rivera- duarte, I. & Flegal, a.R. 1994 . Benthic lead luxes in San Francisco Bay, california, USa ."
Ocean_ecogeochemistry_A_review.pdf,44.0,3,"Bender, m.l. & Be, a.w.H. 1965. Temperature dependence of carbon iso-
tope composition in marine plankton and sediments. Science  148, 235–237.
Saino, T. & Hattori, a. 1980. 15N natural abundance in oceanic suspended particulate matter. Nature  283, 
752–754.
Saino, T. & Hattori, a. 1987. geographical variation of the water column distribution of suspended particulate 
organic nitrogen and its 15N natural abundance in the Paciic and its marginal seas.  Deep- Sea Research 
34, 807–827.
Sato, T., Sasaki, H. & Fukuchi, m. 2002. Stable iso topic compositions of overwintering copepods in the  arctic 
and Subarctic waters and implications to the feeding history. Journal of Marine Systems  38, 165–174.
Schell, D.m., Barnett, B.a. & vinette, K.a. 1998. carbon and nitrogen isotope ratios in zooplankton of the 
Bering, chukchi and Beaufort seas. Marine Ecology Progress Series  162, 11–23.
Schell, D.m., Saupe, S.m. & Haubenstock, N. 1989. Bowhead whale ( Balaena mysticetus","saino, T. & Hattori, a. 1980. 15N natural abundance in oceanic suspended particulate matter . Nature 283, 752–754 ."
Ocean_ecogeochemistry_A_review.pdf,44.0,4,"aufort seas. Marine Ecology Progress Series  162, 11–23.
Schell, D.m., Saupe, S.m. & Haubenstock, N. 1989. Bowhead whale ( Balaena mysticetus ) growth and feeding 
as estimated by δ13c techniques. Marine Biology  103, 433–443.
Schlitzer, R. 2002. Interactive analysis and visualization of geoscience data with Ocean Data view. Computers 
and Geosciences  28, 1211–1218.
Schlitzer, R. 2011. Ocean Data View . Paris:  alfred-  wegener- Institute for Polar and marine Research. Online. 
http://odv.awi.de (accessed 1 august 2012).
Schmidt, K., atkinson, a., Stubing, D., mcclelland, J.w., montoya, J.P. & v oss, m. 2003. Trophic relation-
ships among Southern Ocean copepods and krill: some uses and limitation of a stable isotope approach. 
Limnology and Oceanography  48, 277–289.
Schmidt, g.a., Bigg, g.R. & Rohling, E.J. 1999. Global Seawater Oxygen-18 Database—v1.21 . New york: 
National aeronautics and Space administration. Online. http","marine Ecology Progress Series 162, 11–23 . Schlitzer, R. 2002. Interactive analysis and visualization of geoscience data with Ocean Data view ."
Ocean_ecogeochemistry_A_review.pdf,44.0,5,"g.a., Bigg, g.R. & Rohling, E.J. 1999. Global Seawater Oxygen-18 Database—v1.21 . New york: 
National aeronautics and Space administration. Online. http://data.giss.nasa.gov/o18data (accessed 
1 august 2012).
Schmidt, K., mcclelland, J.w., mente, E., montoya, J.P., atkinson, a. & v oss, m. 2004.  Trophic- level inter-
pretation based on δ15N values: implications of  tissue- speciic fractionation and amino acid composition. 
Marine Ecology Progress Series 266, 43–58.
Schmittner, a., Oschlies, a., matthews, H.D. & galbraith, E.D. 2008 Future changes in climate, ocean circula-
tion, ecosystems, and biogeochemical cycling simulated for a  business-  as- usual cO2 emission scenario 
until year 4000 aD. Global Biogeochemical Cycles  22, gB1013.
Schwarcz, H.P. 1991. Some theoretical aspects of isotope paleodiet studies. Journal of Archaeological Science  
18, 261–275.
Schwarcz, H.P. & Schoeninger, m.J. 1991. Stable isotope","global seawater Oxygen-18 Database—v1.21 . Schwarcz, H.P. 1991. Some theoretical aspects of isotope paleodiet studies ."
Ocean_ecogeochemistry_A_review.pdf,44.0,6,"1991. Some theoretical aspects of isotope paleodiet studies. Journal of Archaeological Science  
18, 261–275.
Schwarcz, H.P. & Schoeninger, m.J. 1991. Stable isotope analyses in human nutritional ecology. American 
Journal of Physical Anthropology  34, 283–321.
Scott, J.H., O’Brien, D.m., Emerson, D., Sun, H., mcDonald, g.D., Salgado, a. & Fogel, m.l. 2006. an exam-
ination of the carbon isotope effects associated with amino acid biosynthesis. Astrobiology  6, 867–880.
Sessions, a.l. 2006.  Isotope- ratio detection for gas chromatography. Journal of Separation  Science  29, 
1946–1961.","Schwarcz, H.P. & Schoeninger, m.J. 1991. Stable isotope analyses in human nutritional ecology . American Journal of Physical Anthropology 34, 283–321."
Ocean_ecogeochemistry_A_review.pdf,45.0,1,"OcEaN EcOgEOcHEmISTRy: a REvIEw
371Sessions, a.l., Sylva, S.P. & Hayes, J.m. 2005.  moving- wire device for carbon isotopic analyses of nanogram 
quantities of nonvolatile organic carbon. Analytical Chemistry  77, 6519–6527.
Shadsky, I.P., Romankevich, E.a. & grinchenko, y .I. 1982. Isotopic composition of carbon in lipids from sus-
pended matter and bottom sediments east of the Kuril Islands. Oceanology  22, 301–304.
Shen, g.T. & Boyle, E.a. 1987. lead in corals: reconstruction of historical industrial luxes to the surface 
ocean. Earth and Planetary Science Letters  82, 289–304.
Shen, g.T. & Stanford, c.l. 1990. Trace element indicators of climate change in  annually- banded corals. In 
Global Consequences of the 1982–83 El Nino , P.w. glynn (ed.). New york: Elsevier, 255–283.
Sherwood, O.a., lehmann, m.F., Schubert, c.J., Scott, D.B. & mccarthy, m.D. 2011. Nutrient regime shift","shen, g.T. & Boyle, E.a. 1987. lead in corals: reconstruction of historical industrial luxes to the surface ocean ."
Ocean_ecogeochemistry_A_review.pdf,45.0,2,": Elsevier, 255–283.
Sherwood, O.a., lehmann, m.F., Schubert, c.J., Scott, D.B. & mccarthy, m.D. 2011. Nutrient regime shift 
in the western North atlantic indicated by  compound- speciic δ15N of  deep- sea gorgonian corals. 
Proceedings of the National Academy of Sciences USA  108, 1011–1015.
 Sholto- Douglas, a.D., Field, J.g. & James, a.g. 1991. 13c/12c and 15N/14N isotope ratios in the Southern 
Benguela ecosystem: indicators of food web relationships among different  size- classes of plankton and 
pelagic ish; differences between ish muscle and bone collagen tissues. Marine Ecology Progress Series  
78, 23–31.
Siegenthaler, U. 1989. carbon-14 in the oceans. In Handbook of Environmental Isotope Geochemistry , P. Fritz 
& J.c. Fontes (eds). New york: Elsevier, 3, 75–137.
Sigman, D.m., altabet, m.a., mccorkle, D.c., Francois, R. & Fisher, g. 1999. The δ15N of nitrate in the 
Southern Ocean: consumption of nitrate in surface waters. Global",the 15N of nitrate in the southern atlantic: consumption of carbon in surface waters . the '15N' in the western north atlantic indicated by compound- speciic . of deep sea gorgonian corals .
